Film_title,Director,Cast,Average_rating,Watches,Film_URL
Madagascar 3: Europe's Most Wanted,"Conrad Vernon, Eric Darnell","['Ben Stiller', 'Chris Rock', 'David Schwimmer']",2.92,467670,https://letterboxd.com/film/madagascar-3-europes-most-wanted/
Suspiria,Luca Guadagnino,"['Dakota Johnson', 'Tilda Swinton', 'Mia Goth']",3.74,467002,https://letterboxd.com/film/suspiria-2018/
The Conjuring: The Devil Made Me Do It,Michael Chaves,"['Patrick Wilson', 'Vera Farmiga', '""Ruairí OConnor""']",2.72,467041,https://letterboxd.com/film/the-conjuring-the-devil-made-me-do-it/
Transformers: Revenge of the Fallen,Michael Bay,"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel']",2.37,466603,https://letterboxd.com/film/transformers-revenge-of-the-fallen/
The Princess Diaries 2: Royal Engagement,Garry Marshall,"['Anne Hathaway', 'Julie Andrews', 'Hector Elizondo']",3.38,466786,https://letterboxd.com/film/the-princess-diaries-2-royal-engagement/
Twelve Monkeys,Terry Gilliam,"['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt']",3.86,466288,https://letterboxd.com/film/twelve-monkeys/
Furious 7,James Wan,"['Vin Diesel', 'Paul Walker', 'Jason Statham']",3.23,464647,https://letterboxd.com/film/furious-7/
In Time,Andrew Niccol,"['Justin Timberlake', 'Amanda Seyfried', 'Cillian Murphy']",2.87,464291,https://letterboxd.com/film/in-time/
Life of Brian,Terry Jones,"['Graham Chapman', 'John Cleese', 'Terry Gilliam']",3.97,464129,https://letterboxd.com/film/life-of-brian/
The Flash,Andy Muschietti,"['Ezra Miller', 'Sasha Calle', 'Michael Keaton']",2.6,464312,https://letterboxd.com/film/the-flash/
Misery,Rob Reiner,"['James Caan', 'Kathy Bates', 'Richard Farnsworth']",3.97,463327,https://letterboxd.com/film/misery/
Flushed Away,"David Bowers, Sam Fell","['Hugh Jackman', 'Kate Winslet', 'Ian McKellen']",3.12,463040,https://letterboxd.com/film/flushed-away/
Magnolia,Paul Thomas Anderson,"['Jeremy Blackman', 'Tom Cruise', 'Melinda Dillon']",4.22,462733,https://letterboxd.com/film/magnolia/
Sin City,"Robert Rodriguez, Frank Miller","['Bruce Willis', 'Jessica Alba', 'Clive Owen']",3.67,460874,https://letterboxd.com/film/sin-city/
The Birds,Alfred Hitchcock,"['Tippi Hedren', 'Rod Taylor', 'Jessica Tandy']",3.76,460806,https://letterboxd.com/film/the-birds/
Mission: Impossible III,J.J. Abrams,"['Tom Cruise', 'Philip Seymour Hoffman', 'Ving Rhames']",3.35,460705,https://letterboxd.com/film/mission-impossible-iii/
Fantasia,"David Hand, James Algar","['Deems Taylor', 'Walt Disney', 'Julietta Novis']",3.9,460627,https://letterboxd.com/film/fantasia/
2 Fast 2 Furious,John Singleton,"['Paul Walker', 'Tyrese Gibson', 'Eva Mendes']",2.9,460722,https://letterboxd.com/film/2-fast-2-furious/
Klaus,Sergio Pablos,"['Jason Schwartzman', 'J.K. Simmons', 'Rashida Jones']",4.12,459138,https://letterboxd.com/film/klaus/
Before Midnight,Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Seamus Davey-Fitzpatrick']",4.08,458631,https://letterboxd.com/film/before-midnight/
Spring Breakers,Harmony Korine,"['James Franco', 'Selena Gomez', 'Vanessa Hudgens']",2.77,458183,https://letterboxd.com/film/spring-breakers/
The Adventures of Tintin,Steven Spielberg,"['Jamie Bell', 'Andy Serkis', 'Daniel Craig']",3.58,457343,https://letterboxd.com/film/the-adventures-of-tintin/
Jurassic World Dominion,Colin Trevorrow,"['Chris Pratt', 'Bryce Dallas Howard', 'Laura Dern']",2.19,457423,https://letterboxd.com/film/jurassic-world-dominion/
Friday the 13th,Sean S. Cunningham,"['Betsy Palmer', 'Adrienne King', 'Jeannine Taylor']",3.0,457202,https://letterboxd.com/film/friday-the-13th/
Troy,Wolfgang Petersen,"['Brad Pitt', 'Orlando Bloom', 'Eric Bana']",3.32,457123,https://letterboxd.com/film/troy/
Air,Ben Affleck,"['Matt Damon', 'Ben Affleck', 'Jason Bateman']",3.56,456550,https://letterboxd.com/film/air-2023/
Pineapple Express,David Gordon Green,"['Seth Rogen', 'James Franco', 'Gary Cole']",3.3,455931,https://letterboxd.com/film/pineapple-express/
The Trial of the Chicago 7,Aaron Sorkin,"['Eddie Redmayne', 'Sacha Baron Cohen', 'Joseph Gordon-Levitt']",3.73,455831,https://letterboxd.com/film/the-trial-of-the-chicago-7/
Ad Astra,James Gray,"['Brad Pitt', 'Tommy Lee Jones', 'Ruth Negga']",3.36,455331,https://letterboxd.com/film/ad-astra-2019/
Fifty Shades of Grey,Sam Taylor-Johnson,"['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle']",1.74,454170,https://letterboxd.com/film/fifty-shades-of-grey/
The Chronicles of Narnia: Prince Caspian,Andrew Adamson,"['Ben Barnes', 'Georgie Henley', 'Skandar Keynes']",3.03,453288,https://letterboxd.com/film/the-chronicles-of-narnia-prince-caspian/
Limitless,Neil Burger,"['Bradley Cooper', 'Robert De Niro', 'Abbie Cornish']",3.31,452605,https://letterboxd.com/film/limitless/
Hairspray,Adam Shankman,"['Nikki Blonsky', 'John Travolta', 'Zac Efron']",3.44,452641,https://letterboxd.com/film/hairspray-2007/
Interview with the Vampire,Neil Jordan,"['Tom Cruise', 'Brad Pitt', 'Antonio Banderas']",3.58,452031,https://letterboxd.com/film/interview-with-the-vampire/
Sonic the Hedgehog,Jeff Fowler,"['Ben Schwartz', 'James Marsden', 'Tika Sumpter']",2.85,451739,https://letterboxd.com/film/sonic-the-hedgehog/
Mission: Impossible II,John Woo,"['Tom Cruise', 'Dougray Scott', 'Thandiwe Newton']",2.61,451112,https://letterboxd.com/film/mission-impossible-ii/
The Kissing Booth,Vince Marcello,"['Joey King', 'Joel Courtney', 'Jacob Elordi']",1.58,450927,https://letterboxd.com/film/the-kissing-booth/
The Fly,David Cronenberg,"['Jeff Goldblum', 'Geena Davis', 'John Getz']",3.98,449836,https://letterboxd.com/film/the-fly-1986/
Fast Five,Justin Lin,"['Vin Diesel', 'Paul Walker', 'Jordana Brewster']",3.44,449946,https://letterboxd.com/film/fast-five/
The Talented Mr. Ripley,Anthony Minghella,"['Matt Damon', 'Jude Law', 'Gwyneth Paltrow']",3.83,450608,https://letterboxd.com/film/the-talented-mr-ripley/
Speed,Jan de Bont,"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock']",3.66,448832,https://letterboxd.com/film/speed/
Doctor Sleep,Mike Flanagan,"['Ewan McGregor', 'Kyliegh Curran', 'Rebecca Ferguson']",3.37,448325,https://letterboxd.com/film/doctor-sleep/
Sleepy Hollow,Tim Burton,"['Johnny Depp', 'Christina Ricci', 'Miranda Richardson']",3.48,448116,https://letterboxd.com/film/sleepy-hollow/
Chinatown,Roman Polanski,"['Jack Nicholson', 'Faye Dunaway', 'John Huston']",4.29,447254,https://letterboxd.com/film/chinatown/
Amadeus,Miloš Forman,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge']",4.32,446787,https://letterboxd.com/film/amadeus/
The Hangover Part III,Todd Phillips,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis']",2.55,445427,https://letterboxd.com/film/the-hangover-part-iii/
Liar Liar,Tom Shadyac,"['Jim Carrey', 'Maura Tierney', 'Justin Cooper']",3.27,444553,https://letterboxd.com/film/liar-liar/
Fallen Angels,Wong Kar-wai,"['Leon Lai', 'Charlie Yeung', 'Takeshi Kaneshiro']",4.2,444611,https://letterboxd.com/film/fallen-angels/
The Others,Alejandro Amenábar,"['Nicole Kidman', 'Christopher Eccleston', 'Alakina Mann']",3.74,444184,https://letterboxd.com/film/the-others/
Swiss Army Man,"Daniel Scheinert, Daniel Kwan","['Paul Dano', 'Daniel Radcliffe', 'Mary Elizabeth Winstead']",3.66,443886,https://letterboxd.com/film/swiss-army-man/
Charlie's Angels,McG,"['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu']",3.06,443024,https://letterboxd.com/film/charlies-angels/
Rise of the Guardians,Peter Ramsey,"['Chris Pine', 'Alec Baldwin', 'Jude Law']",3.48,441631,https://letterboxd.com/film/rise-of-the-guardians/
Ghostbusters,Paul Feig,"['Kristen Wiig', 'Melissa McCarthy', 'Kate McKinnon']",2.3,441379,https://letterboxd.com/film/ghostbusters-2016/
Prey,Dan Trachtenberg,"['Amber Midthunder', 'Dakota Beavers', 'Michelle Thrush']",3.56,440907,https://letterboxd.com/film/prey-2022/
Miss Peregrine's Home for Peculiar Children,Tim Burton,"['Eva Green', 'Asa Butterfield', 'Samuel L. Jackson']",3.03,439956,https://letterboxd.com/film/miss-peregrines-home-for-peculiar-children/
The Nun,Corin Hardy,"['Taissa Farmiga', 'Demián Bichir', 'Bonnie Aarons']",2.1,438401,https://letterboxd.com/film/the-nun-2018/
Puss in Boots,Chris Miller,"['Antonio Banderas', 'Salma Hayek Pinault', 'Zach Galifianakis']",3.11,438174,https://letterboxd.com/film/puss-in-boots/
Austin Powers: International Man of Mystery,Jay Roach,"['Mike Myers', 'Elizabeth Hurley', 'Michael York']",3.39,437857,https://letterboxd.com/film/austin-powers-international-man-of-mystery/
Raw,Julia Ducournau,"['Garance Marillier', 'Ella Rumpf', 'Rabah Nait Oufella']",3.7,437574,https://letterboxd.com/film/raw-2016/
But I'm a Cheerleader,Jamie Babbit,"['Natasha Lyonne', 'Clea DuVall', 'Cathy Moriarty']",3.98,437799,https://letterboxd.com/film/but-im-a-cheerleader/
Captain Fantastic,Matt Ross,"['Viggo Mortensen', 'George MacKay', 'Samantha Isler']",3.91,437431,https://letterboxd.com/film/captain-fantastic/
Super 8,J.J. Abrams,"['Joel Courtney', 'Elle Fanning', 'Riley Griffiths']",3.48,436436,https://letterboxd.com/film/super-8/
The Master,Paul Thomas Anderson,"['Joaquin Phoenix', 'Philip Seymour Hoffman', 'Amy Adams']",4.02,435457,https://letterboxd.com/film/the-master-2012/
RoboCop,Paul Verhoeven,"['Peter Weller', 'Nancy Allen', '""Dan OHerlihy""']",3.92,434431,https://letterboxd.com/film/robocop/
Eraserhead,David Lynch,"['Jack Nance', 'Charlotte Stewart', 'Allen Joseph']",3.88,433292,https://letterboxd.com/film/eraserhead/
Million Dollar Baby,Clint Eastwood,"['Clint Eastwood', 'Hilary Swank', 'Morgan Freeman']",3.97,433231,https://letterboxd.com/film/million-dollar-baby/
Do the Right Thing,Spike Lee,"['Danny Aiello', 'Spike Lee', 'Ossie Davis']",4.4,432540,https://letterboxd.com/film/do-the-right-thing/
Spencer,Pablo Larraín,"['Kristen Stewart', 'Timothy Spall', 'Jack Nielen']",3.66,432409,https://letterboxd.com/film/spencer-2021/
Collateral,Michael Mann,"['Jamie Foxx', 'Tom Cruise', 'Jada Pinkett Smith']",3.85,432555,https://letterboxd.com/film/collateral/
Death Proof,Quentin Tarantino,"['Kurt Russell', 'Zoë Bell', 'Rosario Dawson']",3.55,431685,https://letterboxd.com/film/death-proof/
Maze Runner: The Scorch Trials,Wes Ball,"['""Dylan OBrien""', 'Ki Hong Lee', 'Kaya Scodelario']",2.9,432860,https://letterboxd.com/film/maze-runner-the-scorch-trials/
Blue Valentine,Derek Cianfrance,"['Ryan Gosling', 'Michelle Williams', 'John Doman']",3.8,430751,https://letterboxd.com/film/blue-valentine/
Murder Mystery,Kyle Newacheck,"['Adam Sandler', 'Jennifer Aniston', 'Luke Evans']",2.64,430345,https://letterboxd.com/film/murder-mystery/
Transformers: Dark of the Moon,Michael Bay,"['Shia LaBeouf', 'Josh Duhamel', 'John Turturro']",2.54,428810,https://letterboxd.com/film/transformers-dark-of-the-moon/
Nerve,"Henry Joost, Ariel Schulman","['Emma Roberts', 'Dave Franco', 'Emily Meade']",2.91,428155,https://letterboxd.com/film/nerve-2016/
Big,Penny Marshall,"['Tom Hanks', 'Elizabeth Perkins', 'Robert Loggia']",3.59,427471,https://letterboxd.com/film/big/
Just Go with It,Dennis Dugan,"['Adam Sandler', 'Jennifer Aniston', 'Brooklyn Decker']",2.99,427785,https://letterboxd.com/film/just-go-with-it/
Poltergeist,Tobe Hooper,"['Craig T. Nelson', 'JoBeth Williams', 'Beatrice Straight']",3.52,426673,https://letterboxd.com/film/poltergeist/
Horrible Bosses,Seth Gordon,"['Jason Bateman', 'Charlie Day', 'Jason Sudeikis']",3.07,426256,https://letterboxd.com/film/horrible-bosses/
Ocean's Thirteen,Steven Soderbergh,"['George Clooney', 'Brad Pitt', 'Matt Damon']",3.34,425642,https://letterboxd.com/film/oceans-thirteen/
Training Day,Antoine Fuqua,"['Ethan Hawke', 'Denzel Washington', 'Scott Glenn']",3.96,425556,https://letterboxd.com/film/training-day/
The Dictator,Larry Charles,"['Sacha Baron Cohen', 'Ben Kingsley', 'Anna Faris']",2.83,425436,https://letterboxd.com/film/the-dictator-2012/
True Grit,"Joel Coen, Ethan Coen","['Hailee Steinfeld', 'Jeff Bridges', 'Matt Damon']",3.81,424895,https://letterboxd.com/film/true-grit-2010/
Blue Is the Warmest Color,Abdellatif Kechiche,"['Adèle Exarchopoulos', 'Léa Seydoux', 'Salim Kéchiouche']",3.3,424700,https://letterboxd.com/film/blue-is-the-warmest-color/
DodgeBall: A True Underdog Story,Rawson Marshall Thurber,"['Vince Vaughn', 'Christine Taylor', 'Ben Stiller']",3.18,423812,https://letterboxd.com/film/dodgeball-a-true-underdog-story/
Red Notice,Rawson Marshall Thurber,"['Dwayne Johnson', 'Ryan Reynolds', 'Gal Gadot']",2.43,423113,https://letterboxd.com/film/red-notice/
Despicable Me 3,"Kyle Balda, Pierre Coffin","['Steve Carell', 'Kristen Wiig', 'Trey Parker']",2.52,423227,https://letterboxd.com/film/despicable-me-3/
West Side Story,Steven Spielberg,"['Ansel Elgort', 'Rachel Zegler', 'Ariana DeBose']",3.62,422807,https://letterboxd.com/film/west-side-story-2021/
The Aristocats,Wolfgang Reitherman,"['Phil Harris', 'Eva Gabor', 'Sterling Holloway']",3.62,423154,https://letterboxd.com/film/the-aristocats/
The Ballad of Buster Scruggs,"Joel Coen, Ethan Coen","['Tim Blake Nelson', 'Willie Watson', 'Clancy Brown']",3.65,421629,https://letterboxd.com/film/the-ballad-of-buster-scruggs/
Captain Phillips,Paul Greengrass,"['Tom Hanks', 'Barkhad Abdi', 'Barkhad Abdirahman']",3.74,420473,https://letterboxd.com/film/captain-phillips/
Beau Is Afraid,Ari Aster,"['Joaquin Phoenix', 'Patti LuPone', 'Amy Ryan']",3.45,420485,https://letterboxd.com/film/beau-is-afraid/
Atlantis: The Lost Empire,"Gary Trousdale, Kirk Wise","['Michael J. Fox', 'Cree Summer', 'James Garner']",3.67,420111,https://letterboxd.com/film/atlantis-the-lost-empire/
Moon Knight,"Mohamed Diab, Justin Benson","['Oscar Isaac', 'Ethan Hawke', 'May Calamawy']",3.56,419619,https://letterboxd.com/film/moon-knight-2022/
Fear and Loathing in Las Vegas,Terry Gilliam,"['Johnny Depp', 'Benicio del Toro', 'Tobey Maguire']",3.77,419402,https://letterboxd.com/film/fear-and-loathing-in-las-vegas/
Batman & Robin,Joel Schumacher,"['George Clooney', '""Chris ODonnell""', 'Uma Thurman']",1.83,418937,https://letterboxd.com/film/batman-robin/
War of the Worlds,Steven Spielberg,"['Tom Cruise', 'Dakota Fanning', 'Justin Chatwin']",3.27,418871,https://letterboxd.com/film/war-of-the-worlds/
Emma.,Autumn de Wilde,"['Anya Taylor-Joy', 'Johnny Flynn', '""Josh OConnor""']",3.68,418664,https://letterboxd.com/film/emma-2020/
Inside Llewyn Davis,"Joel Coen, Ethan Coen","['Oscar Isaac', 'Carey Mulligan', 'Justin Timberlake']",4.04,418252,https://letterboxd.com/film/inside-llewyn-davis/
I Care a Lot,J Blakeson,"['Rosamund Pike', 'Peter Dinklage', 'Eiza González']",3.11,417607,https://letterboxd.com/film/i-care-a-lot/
Godzilla: King of the Monsters,Michael Dougherty,"['Kyle Chandler', 'Vera Farmiga', 'Millie Bobby Brown']",2.78,418197,https://letterboxd.com/film/godzilla-king-of-the-monsters-2019/
Fear Street: 1978,Leigh Janiak,"['Sadie Sink', 'Emily Rudd', 'Ryan Simpkins']",3.38,417434,https://letterboxd.com/film/fear-street-1978/
The Adam Project,Shawn Levy,"['Ryan Reynolds', 'Walker Scobell', 'Mark Ruffalo']",2.92,417222,https://letterboxd.com/film/the-adam-project/
The Intern,Nancy Meyers,"['Robert De Niro', 'Anne Hathaway', 'Rene Russo']",3.25,417056,https://letterboxd.com/film/the-intern-2015/
The Bourne Ultimatum,Paul Greengrass,"['Matt Damon', 'Julia Stiles', 'David Strathairn']",3.7,416687,https://letterboxd.com/film/the-bourne-ultimatum/
Paprika,Satoshi Kon,"['Megumi Hayashibara', 'Tohru Emori', 'Katsunosuke Hori']",4.08,416713,https://letterboxd.com/film/paprika-2006/
Malignant,James Wan,"['Annabelle Wallis', 'Maddie Hasson', 'George Young']",3.06,416382,https://letterboxd.com/film/malignant-2021/
The Hunt,Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp']",4.29,416283,https://letterboxd.com/film/the-hunt-2012/
What's Eating Gilbert Grape,Lasse Hallström,"['Johnny Depp', 'Juliette Lewis', 'Leonardo DiCaprio']",3.8,416104,https://letterboxd.com/film/whats-eating-gilbert-grape/
The Craft,Andrew Fleming,"['Robin Tunney', 'Fairuza Balk', 'Neve Campbell']",3.51,415379,https://letterboxd.com/film/the-craft/
Star Trek Into Darkness,J.J. Abrams,"['Chris Pine', 'Zachary Quinto', 'Zoe Saldaña']",3.33,414309,https://letterboxd.com/film/star-trek-into-darkness/
The Meg,Jon Turteltaub,"['Jason Statham', 'Li Bingbing', 'Rainn Wilson']",2.34,413979,https://letterboxd.com/film/the-meg/
The Wonderful Story of Henry Sugar,Wes Anderson,"['Ralph Fiennes', 'Benedict Cumberbatch', 'Dev Patel']",3.84,414046,https://letterboxd.com/film/the-wonderful-story-of-henry-sugar/
Thelma & Louise,Ridley Scott,"['Geena Davis', 'Susan Sarandon', 'Harvey Keitel']",4.12,412794,https://letterboxd.com/film/thelma-louise/
Happy Gilmore,Dennis Dugan,"['Adam Sandler', 'Christopher McDonald', 'Julie Bowen']",3.36,412499,https://letterboxd.com/film/happy-gilmore/
Contagion,Steven Soderbergh,"['Marion Cotillard', 'Matt Damon', 'Laurence Fishburne']",3.36,411248,https://letterboxd.com/film/contagion/
The Cat in the Hat,Bo Welch,"['Mike Myers', 'Dakota Fanning', 'Spencer Breslin']",2.5,411440,https://letterboxd.com/film/the-cat-in-the-hat-2003/
Treasure Planet,"Ron Clements, John Musker","['Joseph Gordon-Levitt', 'Brian Murray', 'Emma Thompson']",3.82,411362,https://letterboxd.com/film/treasure-planet/
The Gray Man,"Anthony Russo, Joe Russo","['Ryan Gosling', 'Chris Evans', 'Ana de Armas']",2.72,410072,https://letterboxd.com/film/the-gray-man-2022/
Black Adam,Jaume Collet-Serra,"['Dwayne Johnson', 'Aldis Hodge', 'Noah Centineo']",2.32,409519,https://letterboxd.com/film/black-adam/
The Godfather: Part III,Francis Ford Coppola,"['Al Pacino', 'Diane Keaton', 'Talia Shire']",3.45,409189,https://letterboxd.com/film/the-godfather-part-iii/
Holes,Andrew Davis,"['Shia LaBeouf', 'Khleo Thomas', 'Sigourney Weaver']",3.49,408671,https://letterboxd.com/film/holes/
Dark Phoenix,Simon Kinberg,"['Sophie Turner', 'James McAvoy', 'Nicholas Hoult']",2.06,408568,https://letterboxd.com/film/dark-phoenix/
Ice Age: Continental Drift,"Steve Martino, Mike Thurmeier","['Ray Romano', 'John Leguizamo', 'Denis Leary']",2.65,407243,https://letterboxd.com/film/ice-age-continental-drift/
Lion,Garth Davis,"['Dev Patel', 'Rooney Mara', 'David Wenham']",3.88,407058,https://letterboxd.com/film/lion/
Annabelle,John R. Leonetti,"['Annabelle Wallis', 'Ward Horton', 'Tony Amendola']",2.36,404545,https://letterboxd.com/film/annabelle/
Anastasia,"Gary Goldman, Don Bluth","['Meg Ryan', 'John Cusack', 'Kelsey Grammer']",3.78,404149,https://letterboxd.com/film/anastasia-1997/
Dark Shadows,Tim Burton,"['Johnny Depp', 'Michelle Pfeiffer', 'Helena Bonham Carter']",2.67,402949,https://letterboxd.com/film/dark-shadows/
Evil Dead II,Sam Raimi,"['Bruce Campbell', 'Sarah Berry', 'Dan Hicks']",4.02,402832,https://letterboxd.com/film/evil-dead-ii/
Alita: Battle Angel,Robert Rodriguez,"['Rosa Salazar', 'Christoph Waltz', 'Jennifer Connelly']",3.18,401582,https://letterboxd.com/film/alita-battle-angel/
The Other Guys,Adam McKay,"['Will Ferrell', 'Mark Wahlberg', 'Eva Mendes']",3.22,400724,https://letterboxd.com/film/the-other-guys/
Alien: Covenant,Ridley Scott,"['Michael Fassbender', 'Katherine Waterston', 'Billy Crudup']",2.95,400880,https://letterboxd.com/film/alien-covenant/
Nightmare Alley,Guillermo del Toro,"['Bradley Cooper', 'Cate Blanchett', 'Toni Collette']",3.44,400480,https://letterboxd.com/film/nightmare-alley-2021/
American Fiction,Cord Jefferson,"['Jeffrey Wright', 'John Ortiz', 'Erika Alexander']",3.72,401506,https://letterboxd.com/film/american-fiction/
Chef,Jon Favreau,"['Jon Favreau', 'John Leguizamo', 'Bobby Cannavale']",3.68,400092,https://letterboxd.com/film/chef/
Napoleon,Ridley Scott,"['Joaquin Phoenix', 'Vanessa Kirby', 'Tahar Rahim']",2.98,400288,https://letterboxd.com/film/napoleon-2023/
Under the Skin,Jonathan Glazer,"['Scarlett Johansson', 'Jeremy McWilliams', 'Lynsey Taylor Mackay']",3.63,399885,https://letterboxd.com/film/under-the-skin-2013/
Teenage Mutant Ninja Turtles: Mutant Mayhem,Jeff Rowe,"['Micah Abbey', 'Shamon Brown Jr.', 'Nicolas Cantu']",3.77,399521,https://letterboxd.com/film/teenage-mutant-ninja-turtles-mutant-mayhem/
Mean Girls,"Arturo Perez Jr., Samantha Jayne","['Angourie Rice', 'Reneé Rapp', '""Aulii Cravalho""']",2.73,399936,https://letterboxd.com/film/mean-girls-2024/
The Lovely Bones,Peter Jackson,"['Saoirse Ronan', 'Mark Wahlberg', 'Rachel Weisz']",3.3,399277,https://letterboxd.com/film/the-lovely-bones/
Fast & Furious 6,Justin Lin,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson']",3.05,399120,https://letterboxd.com/film/fast-furious-6/
Batman Forever,Joel Schumacher,"['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey']",2.46,398545,https://letterboxd.com/film/batman-forever/
