Film_title,Director,Average_rating,Watches,Film_URL,Actor1,Actor2,Actor3
mother!,Darren Aronofsky,3.47,811390,https://a.ltrbxd.com/resized/film-poster/3/1/6/3/1/1/316311-mother--0-1000-0-1500-crop.jpg?v=399e8950fd,Jennifer Lawrence,Javier Bardem,Ed Harris
Green Book,Peter Farrelly,3.7,808516,https://a.ltrbxd.com/resized/film-poster/4/2/0/7/0/3/420703-green-book-0-1000-0-1500-crop.jpg?v=9919fcce4c,Viggo Mortensen,Mahershala Ali,Linda Cardellini
Notting Hill,Roger Michell,3.62,807033,https://a.ltrbxd.com/resized/sm/upload/pa/ej/k3/ft/notting-hill-0-1000-0-1500-crop.jpg?v=a589bf6ce2,Julia Roberts,Hugh Grant,Gina McKee
Stand by Me,Rob Reiner,4.14,804918,https://a.ltrbxd.com/resized/film-poster/5/1/8/2/1/51821-stand-by-me-0-1000-0-1500-crop.jpg?v=b3163b5def,Wil Wheaton,River Phoenix,Jerry OConnell
A Quiet Place Part II,John Krasinski,3.44,799710,https://a.ltrbxd.com/resized/film-poster/4/5/0/3/3/7/450337-a-quiet-place-part-ii-0-1000-0-1500-crop.jpg?v=75a12b8eec,Emily Blunt,John Krasinski,Millicent Simmonds
Transformers,Michael Bay,3.1,798102,https://a.ltrbxd.com/resized/sm/upload/5z/cu/ki/sx/transformers-0-1000-0-1500-crop.jpg?v=983540ffc0,Shia LaBeouf,Megan Fox,Josh Duhamel
The Theory of Everything,James Marsh,3.61,794135,https://a.ltrbxd.com/resized/film-poster/1/9/0/0/7/7/190077-the-theory-of-everything-0-1000-0-1500-crop.jpg?v=d1c034cf99,Eddie Redmayne,Felicity Jones,Charlie Cox
How to Train Your Dragon 2,Dean DeBlois,3.73,796053,https://a.ltrbxd.com/resized/film-poster/6/9/1/4/2/69142-how-to-train-your-dragon-2-0-1000-0-1500-crop.jpg?v=948eb92628,Jay Baruchel,Cate Blanchett,Gerard Butler
The Twilight Saga: Eclipse,David Slade,2.55,795351,https://a.ltrbxd.com/resized/film-poster/3/7/0/8/8/37088-the-twilight-saga-eclipse-0-1000-0-1500-crop.jpg?v=b7981ac336,Kristen Stewart,Robert Pattinson,Taylor Lautner
Tarzan,"Kevin Lima, Chris Buck",3.68,793713,https://a.ltrbxd.com/resized/sm/upload/8n/sc/7d/pp/y6k0qn4tcDfbnrjJ2BUnoZYmMBk-0-1000-0-1500-crop.jpg?v=9f2175055b,Tony Goldwyn,Minnie Driver,Glenn Close
The Whale,Darren Aronofsky,3.65,793226,https://a.ltrbxd.com/resized/film-poster/7/0/3/4/7/8/703478-the-whale-0-1000-0-1500-crop.jpg?v=84e98165fb,Brendan Fraser,Sadie Sink,Ty Simpkins
Last Night in Soho,Edgar Wright,3.41,795111,https://a.ltrbxd.com/resized/film-poster/5/0/5/0/0/0/505000-last-night-in-soho-0-1000-0-1500-crop.jpg?v=0b5403ef97,Thomasin McKenzie,Anya Taylor-Joy,Matt Smith
The Holdovers,Alexander Payne,4.22,790770,https://a.ltrbxd.com/resized/film-poster/7/5/5/5/6/4/755564-the-holdovers-0-1000-0-1500-crop.jpg?v=99bbdd8955,Paul Giamatti,Dominic Sessa,DaVine Joy Randolph
Lucy,Luc Besson,2.73,785240,https://a.ltrbxd.com/resized/film-poster/1/6/8/8/6/0/168860-lucy-0-1000-0-1500-crop.jpg?v=768578ef62,Scarlett Johansson,Morgan Freeman,Choi Min-sik
Slumdog Millionaire,Danny Boyle,3.89,784586,https://a.ltrbxd.com/resized/film-poster/4/4/6/1/3/44613-slumdog-millionaire-0-1000-0-1500-crop.jpg?v=6cff9e413f,Dev Patel,Freida Pinto,Madhur Mittal
How to Lose a Guy in 10 Days,Donald Petrie,3.56,786751,https://a.ltrbxd.com/resized/sm/upload/t0/2v/iy/9c/aiB7u6xZ9RWeDTQ7c92J8AoiHj3-0-1000-0-1500-crop.jpg?v=422ef264f8,Kate Hudson,Matthew McConaughey,Kathryn Hahn
Scooby-Doo,Raja Gosnell,3.24,783716,https://a.ltrbxd.com/resized/sm/upload/35/mj/25/xd/yn1dLaEcvUHIgxmAu6NY5ho6CnJ-0-1000-0-1500-crop.jpg?v=6f5430d5c9,Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard
Kung Fu Panda 2,Jennifer Yuh Nelson,3.67,785307,https://a.ltrbxd.com/resized/film-poster/1/6/1/6/4/16164-kung-fu-panda-2-0-1000-0-1500-crop.jpg?v=d5c12242b1,Jack Black,Angelina Jolie,Dustin Hoffman
22 Jump Street,"Phil Lord, Christopher Miller",3.31,782644,https://a.ltrbxd.com/resized/sm/upload/qq/wx/vh/dy/tPnw9oqIvIMoYjVozkDkxm3xR8r-0-1000-0-1500-crop.jpg?v=28856a9f35,Jonah Hill,Channing Tatum,Peter Stormare
When Harry Met Sally...,Rob Reiner,4.04,782207,https://a.ltrbxd.com/resized/film-poster/5/1/4/8/5/51485-when-harry-met-sally--0-1000-0-1500-crop.jpg?v=2f277e2fe7,Meg Ryan,Billy Crystal,Bruno Kirby
The Blair Witch Project,"Daniel Myrick, Eduardo Sánchez",3.31,780636,https://a.ltrbxd.com/resized/film-poster/5/0/1/5/9/50159-the-blair-witch-project-0-1000-0-1500-crop.jpg?v=05594b24b0,Rei Hance,Michael C. Williams,Joshua Leonard
The Matrix Reloaded,"Lilly Wachowski, Lana Wachowski",3.34,778099,https://a.ltrbxd.com/resized/film-poster/5/1/5/1/7/51517-the-matrix-reloaded-0-1000-0-1500-crop.jpg?v=a8bd09d740,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss
Edge of Tomorrow,Doug Liman,3.75,776473,https://a.ltrbxd.com/resized/film-poster/1/0/5/1/8/3/105183-edge-of-tomorrow-0-1000-0-1500-crop.jpg?v=114551fc99,Tom Cruise,Emily Blunt,Bill Paxton
Pirates of the Caribbean: On Stranger Tides,Rob Marshall,2.77,776985,https://a.ltrbxd.com/resized/film-poster/5/0/7/3/5/50735-pirates-of-the-caribbean-on-stranger-tides-0-1000-0-1500-crop.jpg?v=84b9897282,Johnny Depp,Penélope Cruz,Geoffrey Rush
Divergent,Neil Burger,2.81,777050,https://a.ltrbxd.com/resized/film-poster/1/1/7/5/8/3/117583-divergent-0-1000-0-1500-crop.jpg?v=20d428124b,Shailene Woodley,Theo James,Zoë Kravitz
50 First Dates,Peter Segal,3.23,775008,https://a.ltrbxd.com/resized/film-poster/5/0/7/7/3/50773-50-first-dates-0-1000-0-1500-crop.jpg?v=070edf166e,Adam Sandler,Drew Barrymore,Rob Schneider
The Simpsons Movie,David Silverman,3.44,771422,https://a.ltrbxd.com/resized/film-poster/2/6/8/4/2684-the-simpsons-movie-0-1000-0-1500-crop.jpg?v=a6eea99a2a,Dan Castellaneta,Julie Kavner,Nancy Cartwright
Snow White and the Seven Dwarfs,David Hand,3.43,772515,https://a.ltrbxd.com/resized/film-poster/5/1/6/8/2/51682-snow-white-and-the-seven-dwarfs-0-1000-0-1500-crop.jpg?v=93d2681131,Adriana Caselotti,Lucille La Verne,Harry Stockwell
"tick, tick...BOOM!",Lin-Manuel Miranda,3.82,767673,https://a.ltrbxd.com/resized/film-poster/4/6/6/2/9/1/466291-tick-tick-boom--0-1000-0-1500-crop.jpg?v=37cdb94d8e,Andrew Garfield,Alexandra Shipp,Robin de Jesús
Willy Wonka & the Chocolate Factory,Mel Stuart,3.81,767966,https://a.ltrbxd.com/resized/film-poster/5/1/8/0/4/51804-willy-wonka-the-chocolate-factory-0-1000-0-1500-crop.jpg?v=df80e8be28,Peter Ostrum,Gene Wilder,Jack Albertson
Zoolander,Ben Stiller,3.32,765680,https://a.ltrbxd.com/resized/film-poster/4/7/1/9/8/47198-zoolander-0-1000-0-1500-crop.jpg?v=b30902c672,Ben Stiller,Owen Wilson,Christine Taylor
Rise of the Planet of the Apes,Rupert Wyatt,3.62,765563,https://a.ltrbxd.com/resized/film-poster/4/9/4/8/4948-rise-of-the-planet-of-the-apes-0-1000-0-1500-crop.jpg?v=2185768098,Andy Serkis,James Franco,Freida Pinto
It Follows,David Robert Mitchell,3.49,762281,https://a.ltrbxd.com/resized/sm/upload/zr/lv/9v/wy/4MrwJZr0R9LbyOgZqwLNmtzzxbu-0-1000-0-1500-crop.jpg?v=0f234ef9c3,Maika Monroe,Keir Gilchrist,Daniel Zovatto
Bolt,"Chris Williams, Byron Howard",3.05,762943,https://a.ltrbxd.com/resized/sm/upload/5q/da/f1/rt/6pTNDqXPPZmN6I5buVeTEnwbjn0-0-1000-0-1500-crop.jpg?v=ff50fd01d6,John Travolta,Susie Essman,Mark Walton
Monty Python and the Holy Grail,"Terry Gilliam, Terry Jones",4.13,760513,https://a.ltrbxd.com/resized/film-poster/5/1/3/9/0/51390-monty-python-and-the-holy-grail-0-1000-0-1500-crop.jpg?v=a294ae5def,Graham Chapman,John Cleese,Eric Idle
X-Men: Apocalypse,Bryan Singer,2.57,757917,https://a.ltrbxd.com/resized/film-poster/1/7/2/4/9/2/172492-x-men-apocalypse-0-1000-0-1500-crop.jpg?v=eecf0062df,James McAvoy,Michael Fassbender,Oscar Isaac
The Florida Project,Sean Baker,4.11,757821,https://a.ltrbxd.com/resized/film-poster/3/2/8/5/3/8/328538-the-florida-project-0-1000-0-1500-crop.jpg?v=60e095aa65,Brooklynn Prince,Bria Vinaite,Willem Dafoe
No Time to Die,Cary Joji Fukunaga,3.49,756788,https://a.ltrbxd.com/resized/film-poster/3/0/5/9/6/4/305964-no-time-to-die-0-1000-0-1500-crop.jpg?v=4651ce5b05,Daniel Craig,Léa Seydoux,Rami Malek
Promising Young Woman,Emerald Fennell,3.67,754890,https://a.ltrbxd.com/resized/film-poster/5/1/0/0/4/7/510047-promising-young-woman-0-1000-0-1500-crop.jpg?v=21703347b6,Carey Mulligan,Bo Burnham,Alison Brie
We're the Millers,Rawson Marshall Thurber,3.23,755779,https://a.ltrbxd.com/resized/sm/upload/gy/z2/o8/vq/pyrv46Lr3rOIcSg1PkkCwktCC3G-0-1000-0-1500-crop.jpg?v=a294641de8,Jason Sudeikis,Jennifer Aniston,Emma Roberts
The Black Phone,Scott Derrickson,3.26,752762,https://a.ltrbxd.com/resized/film-poster/6/7/7/5/7/1/677571-the-black-phone-0-1000-0-1500-crop.jpg?v=45a499c08d,Mason Thames,Ethan Hawke,Madeleine McGraw
Justice League,Zack Snyder,1.93,749332,https://a.ltrbxd.com/resized/film-poster/1/0/7/6/7/0/107670-justice-league-0-1000-0-1500-crop.jpg?v=fd3f95cbb0,Ben Affleck,Henry Cavill,Amy Adams
Sicario,Denis Villeneuve,3.97,747870,https://a.ltrbxd.com/resized/film-poster/1/9/7/6/2/8/197628-sicario-0-1000-0-1500-crop.jpg?v=06d4163bb2,Emily Blunt,Benicio del Toro,Josh Brolin
Society of the Snow,J. A. Bayona,4.13,750310,https://a.ltrbxd.com/resized/film-poster/8/1/3/8/4/0/813840-society-of-the-snow-0-1000-0-1500-crop.jpg?v=c75af7d2b8,Enzo Vogrincic,Agustín Pardella,Matías Recalt
Jurassic World: Fallen Kingdom,J. A. Bayona,2.57,745507,https://a.ltrbxd.com/resized/film-poster/2/8/1/5/2/9/281529-jurassic-world-fallen-kingdom-0-1000-0-1500-crop.jpg?v=b0c50b6d29,Chris Pratt,Bryce Dallas Howard,Rafe Spall
The 40 Year Old Virgin,Judd Apatow,3.31,745062,https://a.ltrbxd.com/resized/film-poster/4/8/1/6/0/48160-the-40-year-old-virgin-0-1000-0-1500-crop.jpg?v=3f5be0e907,Steve Carell,Catherine Keener,Paul Rudd
Romeo + Juliet,Baz Luhrmann,3.39,744682,https://a.ltrbxd.com/resized/film-poster/5/1/6/4/7/51647-romeo-juliet-0-1000-0-1500-crop.jpg?v=bbd8155493,Leonardo DiCaprio,Claire Danes,Jesse Bradford
Ford v Ferrari,James Mangold,3.95,746712,https://a.ltrbxd.com/resized/film-poster/2/9/1/4/1/9/291419-ford-v-ferrari-0-1000-0-1500-crop.jpg?v=27ed4e72db,Christian Bale,Matt Damon,Jon Bernthal
Kingsman: The Golden Circle,Matthew Vaughn,3.11,741666,https://a.ltrbxd.com/resized/sm/upload/3h/o6/gc/iy/yOGf8Or1k78Y6OLdYmTTSGHW1dP-0-1000-0-1500-crop.jpg?v=9a2da8212b,Colin Firth,Julianne Moore,Taron Egerton
Carrie,Brian De Palma,3.85,739177,https://a.ltrbxd.com/resized/sm/upload/2c/5d/69/bc/uc3OvgmbnYaS5Y0BOjSmC1EmSz1-0-1000-0-1500-crop.jpg?v=52ac29973c,Sissy Spacek,Piper Laurie,Amy Irving
Hacksaw Ridge,Mel Gibson,3.89,737993,https://a.ltrbxd.com/resized/film-poster/2/5/1/8/7/2/251872-hacksaw-ridge-0-1000-0-1500-crop.jpg?v=031e346657,Andrew Garfield,Sam Worthington,Vince Vaughn
Paddington,Paul King,3.8,737297,https://a.ltrbxd.com/resized/film-poster/9/2/1/6/0/92160-paddington-0-1000-0-1500-crop.jpg?v=c7db8f284b,Ben Whishaw,Hugh Bonneville,Sally Hawkins
City of God,Fernando Meirelles,4.52,732188,https://a.ltrbxd.com/resized/film-poster/5/1/5/2/3/51523-city-of-god-0-1000-0-1500-crop.jpg?v=7517ea94ce,Alexandre Rodrigues,Leandro Firmino,Phellipe Haagensen
Shark Tale,"Vicky Jenson, Bibo Bergeron",2.83,731268,https://a.ltrbxd.com/resized/film-poster/4/6/1/1/7/46117-shark-tale-0-1000-0-1500-crop.jpg?v=cf45b90c76,Will Smith,Robert De Niro,Renée Zellweger
The Virgin Suicides,Sofia Coppola,3.82,732867,https://a.ltrbxd.com/resized/film-poster/5/1/0/2/4/51024-the-virgin-suicides-0-1000-0-1500-crop.jpg?v=b869f3409a,James Woods,Kathleen Turner,Kirsten Dunst
Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,2.68,729530,https://a.ltrbxd.com/resized/film-poster/5/1/8/3/9/51839-indiana-jones-and-the-kingdom-of-the-crystal-skull-0-1000-0-1500-crop.jpg?v=3dfe92e26e,Harrison Ford,Cate Blanchett,Karen Allen
Enchanted,Kevin Lima,3.5,729662,https://a.ltrbxd.com/resized/film-poster/4/9/2/8/0/49280-enchanted-0-1000-0-1500-crop.jpg?v=cfce205bab,Amy Adams,Patrick Dempsey,James Marsden
The Twilight Saga: Breaking Dawn – Part 2,Bill Condon,2.75,730408,https://a.ltrbxd.com/resized/film-poster/1/5/0/7/6/15076-the-twilight-saga-breaking-dawn-part-2-0-1000-0-1500-crop.jpg?v=1557beaa77,Robert Pattinson,Kristen Stewart,Taylor Lautner
Five Nights at Freddy's,Emma Tammi,2.57,730445,https://a.ltrbxd.com/resized/film-poster/4/3/6/9/4/8/436948-five-nights-at-freddy-s-0-1000-0-1500-crop.jpg?v=6ff52485a8,Josh Hutcherson,Piper Rubio,Elizabeth Lail
The Lion King,Jon Favreau,2.76,727551,https://a.ltrbxd.com/resized/film-poster/3/5/4/5/3/9/354539-the-lion-king-0-1000-0-1500-crop.jpg?v=e347ae4e13,Chiwetel Ejiofor,John Oliver,James Earl Jones
The Usual Suspects,Bryan Singer,4.06,725254,https://a.ltrbxd.com/resized/film-poster/5/1/4/9/5/51495-the-usual-suspects-0-1000-0-1500-crop.jpg?v=c02dce5b81,Kevin Spacey,Gabriel Byrne,Stephen Baldwin
Aliens,James Cameron,4.15,725360,https://a.ltrbxd.com/resized/film-poster/5/1/4/4/5/51445-aliens-0-1000-0-1500-crop.jpg?v=6c62918bdd,Sigourney Weaver,Michael Biehn,Lance Henriksen
Heat,Michael Mann,4.27,725865,https://a.ltrbxd.com/resized/film-poster/5/1/9/9/4/51994-heat-0-1000-0-1500-crop.jpg?v=54dce97dc6,Robert De Niro,Al Pacino,Val Kilmer
John Wick: Chapter 4,Chad Stahelski,3.93,725542,https://a.ltrbxd.com/resized/film-poster/5/3/0/8/8/2/530882-john-wick-chapter-4-0-1000-0-1500-crop.jpg?v=bc32219057,Keanu Reeves,Donnie Yen,Bill Skarsgård
The Twilight Saga: Breaking Dawn – Part 1,Bill Condon,2.53,724087,https://a.ltrbxd.com/resized/film-poster/1/5/0/7/7/15077-the-twilight-saga-breaking-dawn-part-1-0-1000-0-1500-crop.jpg?v=00df403dcd,Kristen Stewart,Robert Pattinson,Taylor Lautner
